Genres,Performance,Corr
gen_slice_of_life,perf_rating,0.1044345741716218
gen_slice_of_life,perf_three_star,0.014365674448301342
gen_slice_of_life,perf_two_star,-0.024221719306421606
gen_smut,perf_five_star,0.009894381033690733
gen_smut,perf_four_star,0.02176286184789538
gen_smut,perf_one_star,0.0031529364155256593
gen_smut,perf_rating,0.02585599477541314
gen_smut,perf_three_star,0.015261080959799698
gen_smut,perf_two_star,0.01636525868342539
gen_sports,perf_five_star,0.012243767605061183
gen_sports,perf_four_star,0.0017157454424101598
gen_sports,perf_one_star,-0.004844142482101149
gen_sports,perf_rating,0.017950718551415806
gen_sports,perf_three_star,-0.010528154025479176
gen_sports,perf_two_star,-0.011940587557647047
gen_supernatural,perf_five_star,0.03658191479849832
gen_supernatural,perf_four_star,0.011167412941949463
gen_supernatural,perf_one_star,0.004389623582506263
gen_supernatural,perf_rating,0.05689066710121209
gen_supernatural,perf_three_star,0.008683268940734313
gen_supernatural,perf_two_star,0.001875356372882728
gen_tragedy,perf_five_star,0.0021439054222595413
gen_tragedy,perf_four_star,-0.0010661349382628884
gen_tragedy,perf_one_star,0.04312893290822723
gen_tragedy,perf_rating,0.014379853714925365
gen_tragedy,perf_three_star,0.0024223237467117177
gen_tragedy,perf_two_star,0.006808889254897196
gen_wuxia,perf_five_star,-0.0008206474851589897
gen_wuxia,perf_four_star,-0.0011262807460653396
gen_wuxia,perf_one_star,-0.01591669246093435
gen_wuxia,perf_rating,0.045938373351682965
gen_wuxia,perf_three_star,-0.013629246855505662
gen_wuxia,perf_two_star,-0.01632971732989269
gen_xianxia,perf_five_star,0.07636452631779272
gen_xianxia,perf_four_star,0.049553925690618915
gen_xianxia,perf_one_star,0.04515294658773316
gen_xianxia,perf_rating,0.03343041910140441
gen_xianxia,perf_three_star,0.04647478990198152
gen_xianxia,perf_two_star,0.05131261808872026
gen_xuanhuan,perf_five_star,0.10043297634509174
gen_xuanhuan,perf_four_star,0.1318924081682168
gen_xuanhuan,perf_one_star,0.24575535619360347
gen_xuanhuan,perf_rating,-0.0842296658783503
gen_xuanhuan,perf_three_star,0.1815685332483783
gen_xuanhuan,perf_two_star,0.23296246820694186
gen_yaoi,perf_five_star,0.05244753819153654
gen_yaoi,perf_four_star,0.0540809714422366
gen_yaoi,perf_one_star,-0.06930147177588815
gen_yaoi,perf_rating,0.22684832804636443
gen_yaoi,perf_three_star,0.04506716713266918
gen_yaoi,perf_two_star,-0.010416943808269827
gen_yuri,perf_five_star,-0.029846865873182346
gen_yuri,perf_four_star,-0.05247480290409217
gen_yuri,perf_one_star,-0.04147249456992062
gen_yuri,perf_rating,0.1055917975813784
gen_yuri,perf_three_star,-0.05410904859289167
gen_yuri,perf_two_star,-0.04699625397325631
